198, 151, 0.00, 0.00, 6

194, 147, -0.15, -0.15, 33

194, 147, 0.00, 0.00, 82

161, 83, -0.04, -0.07, 958

160, 85, -0.02, 0.04, 1007

161, 85, 0.02, 0.00, 1055

161, 85, 0.00, 0.00, 1104

149, 175, -0.06, 0.46, 1299

150, 175, 0.02, 0.00, 1347

150, 178, 0.00, 0.06, 1396

150, 178, 0.00, 0.00, 1444

149, 176, -0.02, -0.04, 1494

149, 177, 0.00, 0.02, 1542

157, 173, 0.16, -0.08, 1591

157, 173, 0.00, 0.00, 1640

185, 150, 0.10, -0.08, 1931

174, 144, -0.22, -0.12, 1980

161, 145, -0.27, 0.02, 2028

145, 153, -0.33, 0.16, 2077

131, 161, -0.29, 0.17, 2125

126, 166, -0.10, 0.10, 2174

126, 160, 0.00, -0.12, 2223

127, 166, 0.02, 0.12, 2272

126, 163, -0.02, -0.06, 2320

128, 163, 0.04, 0.00, 2369

128, 164, 0.00, 0.02, 2418

133, 161, 0.10, -0.06, 2466

140, 129, 0.14, -0.65, 2515

140, 129, 0.00, 0.00, 2564

167, 84, 0.18, -0.31, 2710

166, 86, -0.02, 0.04, 2758

163, 92, -0.06, 0.12, 2807

161, 100, -0.04, 0.16, 2856

161, 100, 0.00, 0.00, 2905

152, 171, -0.06, 0.49, 3051

154, 176, 0.04, 0.10, 3099

154, 175, 0.00, -0.02, 3148

152, 175, -0.04, 0.00, 3196

152, 174, 0.00, -0.02, 3246

154, 170, 0.04, -0.08, 3295

160, 164, 0.13, -0.13, 3343

169, 159, 0.18, -0.10, 3392

179, 139, 0.21, -0.42, 3440

192, 140, 0.27, 0.02, 3488

198, 138, 0.12, -0.04, 3537

199, 140, 0.02, 0.04, 3587

194, 138, -0.10, -0.04, 3635

191, 141, -0.06, 0.06, 3684

184, 138, -0.15, -0.06, 3732

170, 140, -0.29, 0.04, 3781

157, 156, -0.27, 0.33, 3829

142, 164, -0.31, 0.16, 3878

135, 177, -0.14, 0.27, 3927

132, 175, -0.06, -0.04, 3976

132, 173, 0.00, -0.04, 4024

134, 173, 0.04, 0.00, 4073

135, 171, 0.02, -0.04, 4121

138, 171, 0.06, 0.00, 4170

142, 165, 0.08, -0.13, 4218

149, 159, 0.14, -0.12, 4268

155, 127, 0.13, -0.67, 4316

155, 127, 0.00, 0.00, 4365

171, 97, 0.33, -0.61, 4414

173, 90, 0.04, -0.15, 4462

171, 90, -0.04, 0.00, 4511

169, 93, -0.04, 0.06, 4559

167, 99, -0.04, 0.12, 4609

166, 103, -0.02, 0.08, 4657

162, 120, -0.08, 0.35, 4706

162, 120, 0.00, 0.00, 4754

156, 171, -0.12, 1.04, 4803

157, 186, 0.02, 0.31, 4851

158, 189, 0.02, 0.06, 4900

158, 187, 0.00, -0.04, 4950

158, 186, 0.00, -0.02, 4998

158, 184, 0.00, -0.04, 5046

163, 183, 0.10, -0.02, 5095

168, 170, 0.10, -0.27, 5143

178, 159, 0.20, -0.22, 5192

186, 145, 0.17, -0.29, 5240

197, 151, 0.22, 0.12, 5289

198, 139, 0.02, -0.24, 5338

197, 142, -0.02, 0.06, 5387

193, 140, -0.08, -0.04, 5436

187, 139, -0.13, -0.02, 5484

177, 141, -0.20, 0.04, 5533

160, 138, -0.35, -0.06, 5581

141, 153, -0.39, 0.31, 5630

130, 158, -0.22, 0.10, 5679

127, 155, -0.06, -0.06, 5728

126, 156, -0.02, 0.02, 5776

129, 157, 0.06, 0.02, 5825

128, 153, -0.02, -0.08, 5873

137, 159, 0.18, 0.12, 5922

142, 146, 0.10, -0.27, 5970

142, 146, 0.00, 0.00, 6020

173, 85, 0.21, -0.42, 6165

170, 90, -0.06, 0.10, 6214

169, 88, -0.02, -0.04, 6263

167, 90, -0.04, 0.04, 6311

164, 99, -0.06, 0.18, 6361

162, 105, -0.04, 0.13, 6409

159, 127, -0.06, 0.45, 6458

154, 139, -0.10, 0.25, 6506

150, 165, -0.08, 0.53, 6555

149, 179, -0.02, 0.29, 6603

150, 181, 0.02, 0.04, 6652

149, 183, -0.02, 0.04, 6701

149, 182, 0.00, -0.02, 6750

