159, 131, 0.00, 0.00, 6

163, 114, 0.67, -2.83, 12

168, 109, 0.10, -0.10, 60

165, 87, -0.06, -0.46, 108

165, 76, 0.00, -0.22, 157

169, 69, 0.08, -0.15, 205

169, 69, 0.00, 0.00, 254

169, 69, 0.00, 0.00, 304

170, 66, 0.02, -0.06, 352

169, 71, -0.02, 0.10, 401

167, 74, -0.04, 0.06, 449

166, 84, -0.02, 0.21, 497

164, 96, -0.04, 0.24, 546

164, 103, 0.00, 0.14, 595

161, 122, -0.06, 0.39, 644

159, 138, -0.04, 0.33, 693

158, 150, -0.02, 0.25, 741

155, 161, -0.06, 0.22, 790

154, 168, -0.02, 0.14, 839

152, 170, -0.04, 0.04, 887

152, 172, 0.00, 0.04, 936

152, 170, 0.00, -0.04, 985

154, 169, 0.04, -0.02, 1034

158, 166, 0.08, -0.06, 1082

164, 161, 0.12, -0.10, 1131

171, 156, 0.14, -0.10, 1180

178, 151, 0.15, -0.10, 1228

185, 144, 0.14, -0.14, 1277

191, 138, 0.12, -0.12, 1326

195, 134, 0.08, -0.08, 1375

199, 131, 0.08, -0.06, 1423

202, 129, 0.06, -0.04, 1472

203, 128, 0.02, -0.02, 1520

203, 130, 0.00, 0.04, 1569

200, 129, -0.06, -0.02, 1617

195, 130, -0.10, 0.02, 1667

186, 133, -0.19, 0.06, 1715

177, 133, -0.18, 0.00, 1764

165, 133, -0.25, 0.00, 1812

155, 135, -0.20, 0.04, 1861

145, 138, -0.21, 0.06, 1909

135, 139, -0.20, 0.02, 1958

129, 140, -0.12, 0.02, 2007

125, 144, -0.08, 0.08, 2055

124, 148, -0.02, 0.08, 2104

124, 149, 0.00, 0.02, 2152

125, 148, 0.02, -0.02, 2201

128, 144, 0.06, -0.08, 2250

133, 139, 0.10, -0.10, 2298

138, 132, 0.10, -0.14, 2348

144, 122, 0.13, -0.21, 2396

150, 118, 0.12, -0.08, 2445

156, 106, 0.13, -0.25, 2493

156, 106, 0.00, 0.00, 2542

166, 85, 0.20, -0.43, 2591

170, 72, 0.08, -0.27, 2639

172, 74, 0.04, 0.04, 2689

174, 72, 0.04, -0.04, 2737

174, 71, 0.00, -0.02, 2786

172, 76, -0.04, 0.10, 2834

172, 76, 0.00, 0.00, 2883

170, 84, -0.04, 0.17, 2931

167, 95, -0.06, 0.22, 2980

165, 104, -0.04, 0.19, 3028

161, 123, -0.08, 0.38, 3078

159, 132, -0.04, 0.19, 3126

157, 142, -0.04, 0.20, 3175

155, 153, -0.04, 0.22, 3224

154, 162, -0.02, 0.19, 3272

154, 167, 0.00, 0.10, 3321

154, 167, 0.00, 0.00, 3369

154, 167, 0.00, 0.00, 3418

154, 167, 0.00, 0.00, 3467

155, 167, 0.02, 0.00, 3515

158, 166, 0.06, -0.02, 3564

161, 160, 0.06, -0.13, 3612

168, 157, 0.14, -0.06, 3661

175, 152, 0.15, -0.10, 3709

183, 147, 0.16, -0.10, 3759

191, 141, 0.17, -0.13, 3807

198, 139, 0.14, -0.04, 3856

203, 137, 0.10, -0.04, 3905

206, 136, 0.06, -0.02, 3953

207, 136, 0.02, 0.00, 4002

205, 137, -0.04, 0.02, 4050

203, 138, -0.04, 0.02, 4100

199, 138, -0.08, 0.00, 4148

193, 139, -0.12, 0.02, 4197

185, 140, -0.17, 0.02, 4245

175, 142, -0.20, 0.04, 4294

165, 143, -0.21, 0.02, 4342

155, 146, -0.20, 0.06, 4391

145, 148, -0.20, 0.04, 4440

137, 150, -0.16, 0.04, 4489

131, 152, -0.12, 0.04, 4538

130, 154, -0.02, 0.04, 4586

128, 155, -0.04, 0.02, 4635

130, 153, 0.04, -0.04, 4683

130, 151, 0.00, -0.04, 4732

134, 148, 0.08, -0.06, 4781

139, 139, 0.10, -0.18, 4830

144, 132, 0.10, -0.15, 4878

