174, 156, 0.00, 0.00, 365

173, 161, -0.06, 0.31, 381

182, 157, 0.56, -0.25, 397

189, 151, 0.44, -0.38, 413

192, 151, 0.18, 0.00, 430

195, 153, 0.19, 0.13, 446

199, 149, 0.16, -0.16, 471

197, 152, -0.07, 0.11, 499

196, 153, -0.03, 0.03, 529

194, 149, -0.07, -0.14, 558

190, 148, -0.14, -0.03, 587

187, 152, -0.10, 0.13, 618

186, 144, -0.03, -0.28, 647

186, 146, 0.00, 0.07, 677

186, 146, 0.00, 0.00, 705

185, 146, -0.03, 0.00, 734

184, 142, -0.04, -0.14, 762

182, 144, -0.07, 0.07, 792

178, 139, -0.13, -0.17, 822

173, 133, -0.17, -0.21, 851

176, 129, 0.10, -0.13, 882

170, 117, -0.21, -0.41, 911

168, 98, -0.06, -0.61, 942

163, 79, -0.18, -0.68, 970

153, 65, -0.33, -0.47, 1000

147, 61, -0.20, -0.13, 1030

134, 55, -0.45, -0.21, 1059

125, 58, -0.29, 0.10, 1090

124, 63, -0.03, 0.17, 1119

128, 69, 0.14, 0.21, 1148

139, 75, 0.39, 0.21, 1176

144, 78, 0.17, 0.10, 1205

160, 85, 0.59, 0.26, 1232

175, 82, 0.52, -0.10, 1261

183, 66, 0.28, -0.55, 1290

175, 60, -0.29, -0.21, 1318

193, 33, 0.58, -0.87, 1349

194, 25, 0.03, -0.28, 1378

192, 24, -0.07, -0.03, 1408

187, 32, -0.17, 0.28, 1437

186, 34, -0.03, 0.07, 1467

172, 53, -0.48, 0.66, 1496

152, 56, -0.69, 0.10, 1525

127, 73, -0.86, 0.59, 1554

115, 77, -0.41, 0.14, 1583

107, 80, -0.28, 0.10, 1612

99, 76, -0.28, -0.14, 1641

95, 58, -0.13, -0.60, 1671

99, 40, 0.14, -0.64, 1699

115, 16, 0.55, -0.83, 1728

118, 21, 0.10, 0.17, 1757

126, 5, 0.30, -0.59, 1784

142, 6, 0.55, 0.03, 1813

152, 7, 0.37, 0.04, 1840

169, 2, 0.63, -0.19, 1867

179, 25, 0.36, 0.82, 1895

185, 39, 0.21, 0.48, 1924

180, 51, -0.19, 0.44, 1951

166, 75, -0.48, 0.83, 1980

156, 88, -0.33, 0.43, 2010

144, 90, -0.43, 0.07, 2038

138, 87, -0.20, -0.10, 2068

125, 85, -0.43, -0.07, 2098

122, 66, -0.10, -0.63, 2128

125, 47, 0.10, -0.63, 2158

133, 33, 0.27, -0.47, 2188

145, 17, 0.43, -0.57, 2216

154, 13, 0.31, -0.14, 2245

169, 10, 0.50, -0.10, 2275

183, 11, 0.48, 0.03, 2304

90, 109, -3.32, 3.50, 2332

193, 28, 3.55, -2.79, 2361

196, 28, 0.10, 0.00, 2391

196, 28, 0.00, 0.00, 2418

147, 103, -0.40, 0.62, 2539

135, 100, -0.75, -0.19, 2555

137, 95, 0.12, -0.29, 2572

128, 93, -0.56, -0.13, 2588

122, 87, -0.38, -0.38, 2604

117, 91, -0.26, 0.21, 2623

111, 77, -0.21, -0.48, 2652

105, 72, -0.20, -0.17, 2682

99, 61, -0.20, -0.37, 2712

99, 62, 0.00, 0.03, 2742

96, 60, -0.12, -0.08, 2768

96, 65, 0.00, 0.17, 2798

98, 64, 0.07, -0.04, 2825

106, 86, 0.30, 0.81, 2852

116, 90, 0.34, 0.14, 2881

121, 96, 0.18, 0.21, 2909

136, 103, 0.54, 0.25, 2937

147, 105, 0.38, 0.07, 2966

154, 103, 0.24, -0.07, 2995

154, 103, 0.00, 0.00, 3025

174, 7, 0.12, -0.59, 3188

168, 5, -0.35, -0.12, 3205

163, 5, -0.33, 0.00, 3220

161, 6, -0.13, 0.06, 3236

150, 7, -0.65, 0.06, 3253

145, 10, -0.31, 0.19, 3269

144, 13, -0.04, 0.13, 3292

131, 28, -0.46, 0.54, 3320

116, 51, -0.50, 0.77, 3350

114, 62, -0.07, 0.38, 3379

111, 93, -0.10, 1.07, 3408

117, 97, 0.21, 0.14, 3437

